id_reservation,price,nbr_reservations,nbr_visitors,marketing_spend,market_count,reservation_status,event_type,event_date,category_name,city,country,rating,trend_score,growth_rate_pct,capacity_min,capacity_max,venue_type
12653,5567.0,203,1417,15000.0,0.0,cancelled,Corporate Event,2024-02-21,Birthday,Gafsa,Tunisie,5,0.0,0.0,100.0,200.0,Hotel
16059,13780.0,203,1258,21000.0,5.0,cancelled,Wedding,2023-07-02,Corporate,Kairouan,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
9861,2130.0,202,1983,23000.0,0.0,cancelled,Birthday,2024-02-15,Wedding,Kasserine,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
3050,8575.0,249,22215,20000.0,3.0,cancelled,Corporate Event,2025-03-03,Birthday,Zaghouan,Tunisie,1,0.0,0.0,100.0,200.0,Hotel
2976,7919.0,202,1983,24000.0,7.0,pending,Wedding,2023-03-22,Wedding,Jendouba,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
2644,14101.0,126,4896,15000.0,16.0,cancelled,Corporate Event,2022-02-08,Wedding,Manouba,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
2546,13313.0,42,3577,24000.0,0.0,cancelled,Wedding,2024-05-15,Birthday,Ariana,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
14704,8151.0,155,66,22000.0,0.0,pending,Wedding,2023-06-09,Birthday,Sidi Bouzid,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
8736,662.0,298,962,21000.0,3.0,confirmed,Corporate Event,2024-08-17,Wedding,Sidi Bouzid,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
16079,4050.0,202,1983,17000.0,14.0,cancelled,Corporate Event,2022-10-19,Corporate,Nabeul,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
6938,12177.0,252,1608,25000.0,7.0,cancelled,Birthday,2022-02-13,Corporate,Zaghouan,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
9997,11070.0,298,962,24000.0,7.0,cancelled,Birthday,2025-04-16,Corporate,Zaghouan,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
2060,3607.0,155,66,21000.0,5.0,pending,Corporate Event,2024-02-18,Corporate,Gafsa,Tunisie,1,0.0,0.0,100.0,200.0,Hotel
1036,5454.0,42,3577,13000.0,2.0,pending,Wedding,2023-12-19,Birthday,Monastir,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
10748,4102.0,249,22215,26000.0,7.0,cancelled,Wedding,2022-01-30,Birthday,Tataouine,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
7350,13520.0,252,1608,19000.0,0.0,cancelled,Birthday,2023-05-03,Birthday,Tunis,Tunisie,1,0.0,0.0,300.0,500.0,Hotel
8176,12583.0,155,66,12000.0,11.0,confirmed,Corporate Event,2024-06-11,Corporate,Ariana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
17270,8422.0,202,1983,12000.0,9.0,pending,Birthday,2025-05-10,Corporate,Sousse,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
17256,14039.0,239,4101,23000.0,4.0,confirmed,Birthday,2022-07-08,Birthday,Bizerte,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
1751,2029.0,249,22215,26000.0,2.0,cancelled,Corporate Event,2023-02-06,Wedding,Bizerte,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
13949,1552.0,203,1417,17000.0,2.0,cancelled,Wedding,2025-06-21,Wedding,Bizerte,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
15329,8805.0,155,66,19000.0,10.0,confirmed,Birthday,2025-12-28,Corporate,Jendouba,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
4280,13746.0,239,4101,23000.0,4.0,cancelled,Corporate Event,2022-04-16,Wedding,Kairouan,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
6587,5315.0,203,1417,26000.0,16.0,cancelled,Wedding,2023-08-19,Wedding,Sfax,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
12153,14591.0,252,1608,19000.0,8.0,pending,Wedding,2025-08-11,Wedding,Bizerte,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
12489,7969.0,298,962,22000.0,0.0,cancelled,Birthday,2024-02-08,Wedding,Tozeur,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
3859,10175.0,298,962,19000.0,10.0,cancelled,Corporate Event,2022-06-15,Wedding,Ariana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
6333,12836.0,42,3577,12000.0,2.0,confirmed,Corporate Event,2025-11-27,Birthday,Ben Arous,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
11739,10125.0,203,1417,25000.0,5.0,cancelled,Birthday,2022-12-09,Corporate,Tozeur,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
13886,4594.0,249,22215,20000.0,10.0,confirmed,Wedding,2022-07-21,Birthday,Sfax,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
9514,7566.0,203,1258,26000.0,4.0,confirmed,Wedding,2024-12-02,Corporate,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
2633,8478.0,155,66,24000.0,0.0,pending,Birthday,2022-09-15,Corporate,Siliana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
3249,2889.0,202,1983,26000.0,10.0,confirmed,Corporate Event,2024-10-16,Birthday,Nabeul,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
15180,14199.0,203,1258,19000.0,3.0,pending,Corporate Event,2024-01-03,Corporate,Sidi Bouzid,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
6087,7743.0,42,3577,26000.0,11.0,confirmed,Corporate Event,2023-10-25,Corporate,Ariana,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
16430,11659.0,298,962,12000.0,9.0,pending,Wedding,2023-03-06,Wedding,Kairouan,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
6682,2966.0,176,3661,24000.0,0.0,confirmed,Corporate Event,2022-08-03,Wedding,Tozeur,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
16834,10134.0,155,66,13000.0,0.0,pending,Birthday,2023-11-25,Birthday,Gafsa,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
6832,7209.0,229,3480,17000.0,2.0,confirmed,Corporate Event,2022-06-15,Wedding,Bizerte,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
12316,2987.0,229,3480,21000.0,4.0,cancelled,Birthday,2025-02-23,Wedding,Zaghouan,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
5887,14299.0,126,4896,15000.0,0.0,pending,Wedding,2024-01-03,Birthday,Jendouba,Tunisie,5,0.0,0.0,100.0,200.0,Hotel
11920,88750.0,155,66,24000.0,0.0,confirmed,Wedding,2023-06-10,Wedding,Tozeur,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
11466,7345.0,298,962,12000.0,13.0,cancelled,Wedding,2023-04-13,Corporate,Manouba,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
12382,2727.0,42,3577,25000.0,2.0,cancelled,Wedding,2023-12-16,Birthday,Monastir,Tunisie,4,0.0,0.0,200.0,500.0,Hotel
2210,14261.0,203,1417,12000.0,7.0,confirmed,Corporate Event,2023-06-23,Birthday,Tataouine,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
1105,11292.0,229,3480,22000.0,4.0,confirmed,Corporate Event,2023-01-08,Wedding,Zaghouan,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
13230,7302.0,203,1258,23000.0,5.0,cancelled,Birthday,2025-04-04,Corporate,Tozeur,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
6224,5881.0,155,66,13000.0,2.0,pending,Wedding,2025-10-10,Birthday,Monastir,Tunisie,1,0.0,0.0,200.0,500.0,Hotel
8182,479.0,203,1258,26000.0,0.0,confirmed,Corporate Event,2024-03-18,Birthday,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
16803,10353.0,176,3661,15000.0,0.0,confirmed,Wedding,2022-11-14,Wedding,Kasserine,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
13530,10313.0,176,3661,19000.0,20.0,cancelled,Corporate Event,2025-05-29,Wedding,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
7087,6279.0,155,66,24000.0,0.0,confirmed,Corporate Event,2023-03-17,Birthday,Kasserine,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
6670,3982.0,249,22215,12000.0,5.0,confirmed,Birthday,2022-09-04,Wedding,Sousse,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
12525,2829.0,239,4101,26000.0,2.0,confirmed,Corporate Event,2025-11-29,Wedding,Mahdia,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
10821,6554.0,155,66,19000.0,0.0,pending,Wedding,2025-11-01,Wedding,Gafsa,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
17490,5217.0,239,4101,22000.0,4.0,cancelled,Corporate Event,2024-02-18,Wedding,Zaghouan,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
2236,3938.0,298,962,24000.0,0.0,confirmed,Birthday,2024-10-17,Birthday,Ariana,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
16721,7945.0,126,4896,26000.0,2.0,pending,Wedding,2022-03-05,Birthday,Monastir,Tunisie,1,0.0,0.0,200.0,500.0,Hotel
4021,10061.0,203,1417,25000.0,20.0,cancelled,Birthday,2022-03-08,Wedding,Manouba,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
5939,11052.0,155,66,13000.0,8.0,pending,Wedding,2024-01-06,Wedding,Zaghouan,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
16525,12487.0,42,3577,22000.0,20.0,pending,Wedding,2023-02-11,Wedding,Tunis,Tunisie,2,0.0,0.0,300.0,500.0,Hotel
14788,10469.0,155,66,17000.0,2.0,confirmed,Wedding,2022-02-19,Wedding,Siliana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
3328,8433.0,229,3480,22000.0,7.0,confirmed,Wedding,2022-07-02,Corporate,Zaghouan,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
882,13734.0,202,1983,19000.0,14.0,cancelled,Wedding,2023-09-19,Corporate,Nabeul,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
2863,3175.0,239,4101,23000.0,2.0,pending,Wedding,2025-08-16,Wedding,Sidi Bouzid,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
11641,6112.0,42,3577,23000.0,2.0,pending,Corporate Event,2024-11-06,Birthday,Ben Arous,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
16894,9741.0,202,1983,12000.0,14.0,pending,Corporate Event,2025-07-23,Corporate,Nabeul,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
3152,3218.0,249,22215,15000.0,20.0,cancelled,Wedding,2022-10-09,Wedding,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
7085,9261.0,126,4896,25000.0,0.0,confirmed,Wedding,2022-04-28,Corporate,Tataouine,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
4890,14222.0,203,1258,22000.0,0.0,confirmed,Wedding,2022-10-25,Corporate,Siliana,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
506,4201.0,176,3661,15000.0,0.0,confirmed,Wedding,2023-01-17,Corporate,Siliana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
9091,3445.0,176,3661,25000.0,9.0,pending,Wedding,2024-02-25,Wedding,Kairouan,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
11056,12141.0,298,962,13000.0,5.0,cancelled,Corporate Event,2022-04-16,Corporate,Gafsa,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
14166,8761.0,126,4896,22000.0,0.0,pending,Wedding,2022-08-14,Wedding,Kasserine,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
1414,1394.0,203,1258,23000.0,14.0,cancelled,Wedding,2022-05-26,Corporate,Nabeul,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
5479,2760.0,203,1417,26000.0,9.0,confirmed,Corporate Event,2023-01-26,Corporate,Kasserine,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
9300,1671.0,298,962,13000.0,16.0,confirmed,Wedding,2025-01-22,Wedding,Sfax,Tunisie,1,0.0,0.0,200.0,500.0,Hotel
10777,7964.0,298,962,20000.0,20.0,confirmed,Wedding,2022-11-29,Wedding,Tunis,Tunisie,3,0.0,0.0,300.0,500.0,Hotel
2411,12881.0,239,4101,22000.0,4.0,cancelled,Corporate Event,2022-11-05,Wedding,Zaghouan,Tunisie,5,0.0,0.0,100.0,200.0,Hotel
16794,2980.0,249,22215,19000.0,15.0,pending,Wedding,2023-06-14,Corporate,Ben Arous,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
14183,12228.0,229,3480,15000.0,2.0,pending,Wedding,2025-08-16,Wedding,Mahdia,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
12931,7940.0,203,1258,15000.0,9.0,confirmed,Birthday,2023-07-30,Corporate,Kasserine,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
17409,3262.0,176,3661,20000.0,20.0,pending,Wedding,2025-06-15,Wedding,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
9146,942.0,126,4896,13000.0,10.0,confirmed,Birthday,2023-01-12,Wedding,Kasserine,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
11827,14250.0,239,4101,17000.0,0.0,pending,Birthday,2023-03-04,Birthday,Sidi Bouzid,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
14640,209.0,229,3480,15000.0,5.0,cancelled,Birthday,2024-11-12,Corporate,Tozeur,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
5997,14872.0,126,4896,24000.0,18.0,confirmed,Birthday,2025-10-31,Birthday,Manouba,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
6229,266.0,229,3480,12000.0,0.0,cancelled,Wedding,2025-01-16,Wedding,Tozeur,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
9391,55700.0,239,4101,13000.0,4.0,pending,Wedding,2022-05-14,Wedding,Ben Arous,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
3949,8664.0,202,1983,23000.0,0.0,confirmed,Wedding,2022-06-01,Wedding,Kasserine,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
15255,2151.0,176,3661,21000.0,20.0,pending,Birthday,2024-01-15,Wedding,Tunis,Tunisie,1,0.0,0.0,300.0,500.0,Hotel
742,3472.0,155,66,19000.0,2.0,confirmed,Birthday,2023-08-22,Wedding,Bizerte,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
1254,2038.0,239,4101,20000.0,7.0,cancelled,Wedding,2024-10-18,Birthday,Tataouine,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
8683,12939.0,229,3480,26000.0,9.0,cancelled,Corporate Event,2025-07-25,Corporate,Sousse,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
8541,6156.0,155,66,13000.0,10.0,pending,Birthday,2025-08-13,Wedding,Ariana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
4704,13263.0,203,1258,15000.0,8.0,pending,Wedding,2024-03-29,Wedding,Bizerte,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
10399,14684.0,229,3480,12000.0,0.0,pending,Birthday,2025-04-15,Birthday,Ariana,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
16295,8178.0,203,1417,22000.0,0.0,confirmed,Corporate Event,2022-05-07,Birthday,Siliana,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
956,13810.0,239,4101,15000.0,0.0,cancelled,Corporate Event,2024-02-26,Corporate,Siliana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
14983,5397.0,298,962,26000.0,15.0,confirmed,Corporate Event,2024-02-29,Corporate,Ben Arous,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
16287,8003.0,203,1417,24000.0,9.0,cancelled,Birthday,2022-12-26,Corporate,Kasserine,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
17434,3466.0,42,3577,21000.0,2.0,confirmed,Birthday,2023-03-07,Wedding,Siliana,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
263,1571.0,42,3577,24000.0,9.0,cancelled,Corporate Event,2023-11-09,Wedding,Kairouan,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
1339,14771.0,249,22215,25000.0,0.0,pending,Wedding,2022-07-24,Corporate,Tataouine,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
6163,4434.0,126,4896,21000.0,13.0,confirmed,Corporate Event,2025-09-09,Corporate,Manouba,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
2816,5109.0,203,1258,20000.0,16.0,pending,Birthday,2024-02-02,Wedding,Monastir,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
9315,7569.0,203,1417,25000.0,16.0,confirmed,Wedding,2023-06-03,Wedding,Sousse,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
11282,6640.0,252,1608,26000.0,15.0,cancelled,Wedding,2024-05-16,Corporate,Ben Arous,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
15556,14783.0,203,1258,22000.0,0.0,confirmed,Corporate Event,2023-02-10,Wedding,Tozeur,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
2162,13769.0,239,4101,13000.0,2.0,confirmed,Birthday,2023-06-11,Wedding,Bizerte,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
2402,14022.0,176,3661,15000.0,12.0,confirmed,Corporate Event,2025-05-04,Corporate,Monastir,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
9671,13765.0,298,962,25000.0,8.0,pending,Corporate Event,2024-09-08,Wedding,Bizerte,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
11140,13181.0,239,4101,13000.0,0.0,pending,Corporate Event,2025-01-06,Wedding,Sfax,Tunisie,2,0.0,0.0,200.0,500.0,Hotel
16326,6539.0,229,3480,20000.0,2.0,confirmed,Wedding,2025-12-08,Wedding,Nabeul,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
887,12616.0,249,22215,20000.0,2.0,pending,Birthday,2023-02-26,Wedding,Bizerte,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
14893,11672.0,176,3661,19000.0,14.0,cancelled,Corporate Event,2023-10-25,Corporate,Nabeul,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
10335,5560.0,298,962,12000.0,0.0,confirmed,Corporate Event,2022-05-25,Birthday,Gafsa,Tunisie,1,0.0,0.0,100.0,200.0,Hotel
15781,11257.0,249,22215,13000.0,5.0,cancelled,Corporate Event,2025-12-11,Corporate,Tozeur,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
644,11498.0,202,1983,25000.0,0.0,pending,Corporate Event,2025-09-24,Birthday,Gafsa,Tunisie,4,0.0,0.0,100.0,200.0,Hotel
8372,805.0,229,3480,26000.0,14.0,pending,Wedding,2023-06-01,Corporate,Nabeul,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
15032,11715.0,249,22215,25000.0,8.0,pending,Birthday,2024-11-29,Wedding,Zaghouan,Tunisie,3,0.0,0.0,100.0,200.0,Hotel
8513,11773.0,203,1258,15000.0,3.0,cancelled,Corporate Event,2024-08-02,Wedding,Monastir,Tunisie,5,0.0,0.0,200.0,500.0,Hotel
10376,5703.0,42,3577,26000.0,5.0,confirmed,Wedding,2022-12-07,Corporate,Kairouan,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
5955,11612.0,176,3661,12000.0,9.0,confirmed,Wedding,2022-10-07,Wedding,Kairouan,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
14911,8017.0,298,962,25000.0,20.0,confirmed,Birthday,2025-08-30,Wedding,Tunis,Tunisie,3,0.0,0.0,300.0,500.0,Hotel
17944,8050.0,229,3480,21000.0,0.0,pending,Birthday,2023-03-28,Wedding,Tozeur,Tunisie,4,0.0,0.0,300.0,500.0,Venues de mariage privées
4620,14446.0,126,4896,22000.0,7.0,confirmed,Wedding,2022-12-15,Birthday,Tataouine,Tunisie,5,0.0,0.0,100.0,200.0,Hotel
2984,1654.0,126,4896,12000.0,14.0,confirmed,Wedding,2024-01-23,Corporate,Nabeul,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
3897,6970.0,155,66,25000.0,2.0,pending,Wedding,2022-04-22,Wedding,Mahdia,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
3831,13234.0,155,66,26000.0,5.0,confirmed,Wedding,2023-03-03,Corporate,Tozeur,Tunisie,2,0.0,0.0,300.0,500.0,Venues de mariage privées
14980,5351.0,202,1983,15000.0,0.0,pending,Corporate Event,2022-06-06,Wedding,Sfax,Tunisie,1,0.0,0.0,200.0,500.0,Hotel
7403,12880.0,126,4896,22000.0,10.0,confirmed,Corporate Event,2023-08-07,Wedding,Ariana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
10611,1416.0,42,3577,20000.0,0.0,pending,Corporate Event,2022-10-19,Wedding,Gafsa,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
5893,11195.0,126,4896,24000.0,2.0,pending,Wedding,2024-11-01,Wedding,Jendouba,Tunisie,1,0.0,0.0,100.0,200.0,Hotel
8675,5245.0,298,962,17000.0,10.0,pending,Birthday,2024-10-28,Wedding,Ariana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
8022,13582.0,202,1983,17000.0,20.0,pending,Birthday,2024-11-04,Wedding,Tunis,Tunisie,5,0.0,0.0,300.0,500.0,Hotel
14449,4667.0,126,4896,15000.0,3.0,pending,Corporate Event,2023-07-29,Corporate,Sidi Bouzid,Tunisie,3,0.0,0.0,200.0,400.0,Venues de mariage privées
15128,14223.0,126,4896,25000.0,8.0,pending,Corporate Event,2025-06-13,Wedding,Zaghouan,Tunisie,1,0.0,0.0,100.0,200.0,Hotel
7610,3396.0,176,3661,21000.0,10.0,confirmed,Birthday,2022-06-20,Wedding,Kasserine,Tunisie,4,0.0,0.0,200.0,400.0,Venues de mariage privées
5459,13799.0,249,22215,12000.0,4.0,confirmed,Birthday,2022-03-08,Wedding,Kairouan,Tunisie,5,0.0,0.0,300.0,500.0,Venues de mariage privées
2628,8976.0,42,3577,26000.0,10.0,pending,Birthday,2025-12-24,Wedding,Kasserine,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
7800,2142.0,203,1417,12000.0,2.0,pending,Wedding,2024-11-10,Wedding,Jendouba,Tunisie,2,0.0,0.0,100.0,200.0,Hotel
10506,14799.0,249,22215,15000.0,0.0,cancelled,Birthday,2023-09-19,Birthday,Kasserine,Tunisie,2,0.0,0.0,200.0,400.0,Venues de mariage privées
9705,10010.0,203,1258,20000.0,16.0,cancelled,Corporate Event,2025-11-13,Wedding,Sfax,Tunisie,4,0.0,0.0,200.0,500.0,Hotel
11487,65740.0,155,66,12000.0,2.0,confirmed,Wedding,2024-03-15,Birthday,Ben Arous,Tunisie,1,0.0,0.0,200.0,400.0,Venues de mariage privées
1852,249.0,239,4101,24000.0,16.0,cancelled,Corporate Event,2025-06-19,Wedding,Siliana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
249,4400.0,176,3661,17000.0,0.0,pending,Corporate Event,2022-08-11,Wedding,Tozeur,Tunisie,1,0.0,0.0,300.0,500.0,Venues de mariage privées
6533,3244.0,252,1608,24000.0,11.0,cancelled,Birthday,2025-12-28,Corporate,Ariana,Tunisie,5,0.0,0.0,200.0,400.0,Venues de mariage privées
4138,7162.0,252,1608,22000.0,8.0,pending,Corporate Event,2025-04-17,Wedding,Bizerte,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
15988,6477.0,42,3577,26000.0,2.0,cancelled,Corporate Event,2024-07-19,Wedding,Bizerte,Tunisie,3,0.0,0.0,300.0,500.0,Venues de mariage privées
