price,nbr_reservations,nbr_visitors,marketing_spend,market_count,event_type,rating,trend_score,growth_rate_pct,capacity_min,capacity_max,event_type_encoded,category_name_encoded,city_encoded,country_encoded,venue_type_encoded,reservation_status_encoded,marketing_per_visitor,price_per_reservation,visitors_per_reservation,conversion_rate,month,quarter,year,day_of_week,season_encoded
5567.0,203,1417,15000.0,0.0,Corporate Event,5,0.0,0.0,100.0,200.0,1,0,3,0,0,0,10.578279266572638,27.28921568627451,6.946078431372549,14.315937940761636,2,1,2024,2,0
13780.0,203,1258,21000.0,5.0,Wedding,2,0.0,0.0,300.0,500.0,2,1,5,0,1,0,16.679904686258936,67.54901960784314,6.166666666666667,16.12390786338364,7,3,2023,6,2
2130.0,202,1983,23000.0,0.0,Birthday,1,0.0,0.0,200.0,400.0,0,2,6,0,1,0,11.59274193548387,10.492610837438423,9.768472906403941,10.181451612903226,2,1,2024,3,0
8575.0,249,22215,20000.0,3.0,Corporate Event,1,0.0,0.0,100.0,200.0,1,0,18,0,0,0,0.9002520705797623,34.3,88.86,1.120813827871804,3,1,2025,0,1
7919.0,202,1983,24000.0,7.0,Wedding,4,0.0,0.0,100.0,200.0,2,2,4,0,0,2,12.096774193548388,39.00985221674877,9.768472906403941,10.181451612903226,3,1,2023,2,1
14101.0,126,4896,15000.0,16.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,2,8,0,1,0,3.06309985705534,111.03149606299213,38.55118110236221,2.5730038799264854,2,1,2022,1,0
13313.0,42,3577,24000.0,0.0,Wedding,3,0.0,0.0,200.0,400.0,2,0,0,0,1,0,6.707657909446619,309.6046511627907,83.18604651162791,1.1738401341531581,5,2,2024,2,1
8151.0,155,66,22000.0,0.0,Wedding,2,0.0,0.0,200.0,400.0,2,0,12,0,1,2,328.35820895522386,52.25,0.4230769230769231,231.34328358208953,6,2,2023,4,2
662.0,298,962,21000.0,3.0,Corporate Event,4,0.0,0.0,200.0,400.0,1,2,12,0,1,1,21.806853582554517,2.2140468227424748,3.217391304347826,30.944963655244027,8,3,2024,5,2
4050.0,202,1983,17000.0,14.0,Corporate Event,5,0.0,0.0,300.0,500.0,1,1,10,0,1,0,8.568548387096774,19.950738916256157,9.768472906403941,10.181451612903226,10,4,2022,2,3
12177.0,252,1608,25000.0,7.0,Birthday,4,0.0,0.0,100.0,200.0,0,1,18,0,0,0,15.537600994406464,48.130434782608695,6.355731225296442,15.661901802361717,2,1,2022,6,0
11070.0,298,962,24000.0,7.0,Birthday,3,0.0,0.0,100.0,200.0,0,1,18,0,0,0,24.922118380062305,37.02341137123746,3.217391304347826,30.944963655244027,4,2,2025,2,1
3607.0,155,66,21000.0,5.0,Corporate Event,1,0.0,0.0,100.0,200.0,1,1,3,0,0,2,313.43283582089555,23.121794871794872,0.4230769230769231,231.34328358208953,2,1,2024,6,0
5454.0,42,3577,13000.0,2.0,Wedding,5,0.0,0.0,200.0,500.0,2,0,9,0,0,2,3.6333147009502516,126.83720930232558,83.18604651162791,1.1738401341531581,12,4,2023,1,0
4102.0,249,22215,26000.0,7.0,Wedding,3,0.0,0.0,100.0,200.0,2,0,15,0,0,0,1.1703276917536911,16.408,88.86,1.120813827871804,1,1,2022,6,0
13520.0,252,1608,19000.0,0.0,Birthday,1,0.0,0.0,300.0,500.0,0,0,17,0,0,0,11.808576755748913,53.43873517786561,6.355731225296442,15.661901802361717,5,2,2023,2,1
12583.0,155,66,12000.0,11.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,1,0,0,1,1,179.1044776119403,80.66025641025641,0.4230769230769231,231.34328358208953,6,2,2024,1,2
8422.0,202,1983,12000.0,9.0,Birthday,2,0.0,0.0,300.0,500.0,0,1,14,0,1,2,6.048387096774194,41.48768472906404,9.768472906403941,10.181451612903226,5,2,2025,5,1
14039.0,239,4101,23000.0,4.0,Birthday,4,0.0,0.0,300.0,500.0,0,0,2,0,1,1,5.60702096538274,58.49583333333333,17.0875,5.826426133593369,7,3,2022,4,2
2029.0,249,22215,26000.0,2.0,Corporate Event,3,0.0,0.0,300.0,500.0,1,2,2,0,1,0,1.1703276917536911,8.116,88.86,1.120813827871804,2,1,2023,0,0
1552.0,203,1417,17000.0,2.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,2,0,1,0,11.988716502115656,7.607843137254902,6.946078431372549,14.315937940761636,6,2,2025,5,2
8805.0,155,66,19000.0,10.0,Birthday,2,0.0,0.0,100.0,200.0,0,1,4,0,0,1,283.5820895522388,56.44230769230769,0.4230769230769231,231.34328358208953,12,4,2025,6,0
13746.0,239,4101,23000.0,4.0,Corporate Event,4,0.0,0.0,300.0,500.0,1,2,5,0,1,0,5.60702096538274,57.275,17.0875,5.826426133593369,4,2,2022,5,1
5315.0,203,1417,26000.0,16.0,Wedding,5,0.0,0.0,200.0,500.0,2,2,11,0,0,0,18.33568406205924,26.05392156862745,6.946078431372549,14.315937940761636,8,3,2023,5,2
14591.0,252,1608,19000.0,8.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,2,0,1,2,11.808576755748913,57.67193675889328,6.355731225296442,15.661901802361717,8,3,2025,0,2
7969.0,298,962,22000.0,0.0,Birthday,5,0.0,0.0,300.0,500.0,0,2,16,0,1,0,22.84527518172378,26.652173913043477,3.217391304347826,30.944963655244027,2,1,2024,3,0
10175.0,298,962,19000.0,10.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,2,0,0,1,0,19.73001038421599,34.03010033444816,3.217391304347826,30.944963655244027,6,2,2022,2,2
12836.0,42,3577,12000.0,2.0,Corporate Event,4,0.0,0.0,200.0,400.0,1,0,1,0,1,1,3.3538289547233093,298.51162790697674,83.18604651162791,1.1738401341531581,11,4,2025,3,3
10125.0,203,1417,25000.0,5.0,Birthday,1,0.0,0.0,300.0,500.0,0,1,16,0,1,0,17.63046544428773,49.63235294117647,6.946078431372549,14.315937940761636,12,4,2022,4,0
4594.0,249,22215,20000.0,10.0,Wedding,5,0.0,0.0,200.0,500.0,2,0,11,0,0,1,0.9002520705797623,18.376,88.86,1.120813827871804,7,3,2022,3,2
7566.0,203,1258,26000.0,4.0,Wedding,5,0.0,0.0,300.0,500.0,2,1,17,0,0,1,20.651310563939635,37.088235294117645,6.166666666666667,16.12390786338364,12,4,2024,0,0
8478.0,155,66,24000.0,0.0,Birthday,2,0.0,0.0,200.0,400.0,0,1,13,0,1,2,358.2089552238806,54.34615384615385,0.4230769230769231,231.34328358208953,9,3,2022,3,3
2889.0,202,1983,26000.0,10.0,Corporate Event,1,0.0,0.0,300.0,500.0,1,0,10,0,1,1,13.10483870967742,14.231527093596059,9.768472906403941,10.181451612903226,10,4,2024,2,3
14199.0,203,1258,19000.0,3.0,Corporate Event,3,0.0,0.0,200.0,400.0,1,1,12,0,1,2,15.091342335186656,69.6029411764706,6.166666666666667,16.12390786338364,1,1,2024,2,0
7743.0,42,3577,26000.0,11.0,Corporate Event,4,0.0,0.0,200.0,400.0,1,1,0,0,1,1,7.266629401900503,180.06976744186048,83.18604651162791,1.1738401341531581,10,4,2023,2,3
11659.0,298,962,12000.0,9.0,Wedding,1,0.0,0.0,300.0,500.0,2,2,5,0,1,2,12.461059190031152,38.9933110367893,3.217391304347826,30.944963655244027,3,1,2023,0,1
2966.0,176,3661,24000.0,0.0,Corporate Event,2,0.0,0.0,300.0,500.0,1,2,16,0,1,1,6.553795740032769,16.757062146892654,20.683615819209038,4.8061168760240305,8,3,2022,2,2
10134.0,155,66,13000.0,0.0,Birthday,4,0.0,0.0,100.0,200.0,0,0,3,0,0,2,194.02985074626866,64.96153846153847,0.4230769230769231,231.34328358208953,11,4,2023,5,3
7209.0,229,3480,17000.0,2.0,Corporate Event,5,0.0,0.0,300.0,500.0,1,2,2,0,1,1,4.883654122378627,31.343478260869563,15.130434782608695,6.578569376615915,6,2,2022,2,2
2987.0,229,3480,21000.0,4.0,Birthday,2,0.0,0.0,100.0,200.0,0,2,18,0,0,0,6.032749209997127,12.986956521739131,15.130434782608695,6.578569376615915,2,1,2025,6,0
14299.0,126,4896,15000.0,0.0,Wedding,5,0.0,0.0,100.0,200.0,2,0,4,0,0,2,3.06309985705534,112.59055118110236,38.55118110236221,2.5730038799264854,1,1,2024,2,0
88750.0,155,66,24000.0,0.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,16,0,1,1,358.2089552238806,568.9102564102565,0.4230769230769231,231.34328358208953,6,2,2023,5,2
7345.0,298,962,12000.0,13.0,Wedding,3,0.0,0.0,200.0,400.0,2,1,8,0,1,0,12.461059190031152,24.565217391304348,3.217391304347826,30.944963655244027,4,2,2023,3,1
2727.0,42,3577,25000.0,2.0,Wedding,4,0.0,0.0,200.0,500.0,2,0,9,0,0,0,6.98714365567356,63.41860465116279,83.18604651162791,1.1738401341531581,12,4,2023,5,0
14261.0,203,1417,12000.0,7.0,Corporate Event,4,0.0,0.0,100.0,200.0,1,0,15,0,0,1,8.46262341325811,69.90686274509804,6.946078431372549,14.315937940761636,6,2,2023,4,2
11292.0,229,3480,22000.0,4.0,Corporate Event,2,0.0,0.0,100.0,200.0,1,2,18,0,0,1,6.320022981901753,49.095652173913045,15.130434782608695,6.578569376615915,1,1,2023,6,0
7302.0,203,1258,23000.0,5.0,Birthday,5,0.0,0.0,300.0,500.0,0,1,16,0,1,0,18.268467037331217,35.794117647058826,6.166666666666667,16.12390786338364,4,2,2025,4,1
5881.0,155,66,13000.0,2.0,Wedding,1,0.0,0.0,200.0,500.0,2,0,9,0,0,2,194.02985074626866,37.69871794871795,0.4230769230769231,231.34328358208953,10,4,2025,4,3
479.0,203,1258,26000.0,0.0,Corporate Event,5,0.0,0.0,300.0,500.0,1,0,17,0,0,1,20.651310563939635,2.3480392156862746,6.166666666666667,16.12390786338364,3,1,2024,0,1
10353.0,176,3661,15000.0,0.0,Wedding,4,0.0,0.0,200.0,400.0,2,2,6,0,1,1,4.09612233752048,58.49152542372882,20.683615819209038,4.8061168760240305,11,4,2022,0,3
10313.0,176,3661,19000.0,20.0,Corporate Event,5,0.0,0.0,300.0,500.0,1,2,17,0,0,0,5.188421627525942,58.26553672316384,20.683615819209038,4.8061168760240305,5,2,2025,3,1
6279.0,155,66,24000.0,0.0,Corporate Event,4,0.0,0.0,200.0,400.0,1,0,6,0,1,1,358.2089552238806,40.25,0.4230769230769231,231.34328358208953,3,1,2023,4,1
3982.0,249,22215,12000.0,5.0,Birthday,1,0.0,0.0,300.0,500.0,0,2,14,0,1,1,0.5401512423478574,15.928,88.86,1.120813827871804,9,3,2022,6,3
2829.0,239,4101,26000.0,2.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,2,7,0,1,1,6.338371526084837,11.7875,17.0875,5.826426133593369,11,4,2025,5,3
6554.0,155,66,19000.0,0.0,Wedding,3,0.0,0.0,100.0,200.0,2,2,3,0,0,2,283.5820895522388,42.01282051282051,0.4230769230769231,231.34328358208953,11,4,2025,5,3
5217.0,239,4101,22000.0,4.0,Corporate Event,2,0.0,0.0,100.0,200.0,1,2,18,0,0,0,5.363237445148708,21.7375,17.0875,5.826426133593369,2,1,2024,6,0
3938.0,298,962,24000.0,0.0,Birthday,1,0.0,0.0,200.0,400.0,0,0,0,0,1,1,24.922118380062305,13.17056856187291,3.217391304347826,30.944963655244027,10,4,2024,3,3
7945.0,126,4896,26000.0,2.0,Wedding,1,0.0,0.0,200.0,500.0,2,0,9,0,0,2,5.309373085562589,62.55905511811024,38.55118110236221,2.5730038799264854,3,1,2022,5,1
10061.0,203,1417,25000.0,20.0,Birthday,3,0.0,0.0,200.0,400.0,0,2,8,0,1,0,17.63046544428773,49.318627450980394,6.946078431372549,14.315937940761636,3,1,2022,1,1
11052.0,155,66,13000.0,8.0,Wedding,2,0.0,0.0,100.0,200.0,2,2,18,0,0,2,194.02985074626866,70.84615384615384,0.4230769230769231,231.34328358208953,1,1,2024,5,0
12487.0,42,3577,22000.0,20.0,Wedding,2,0.0,0.0,300.0,500.0,2,2,17,0,0,2,6.148686416992733,290.3953488372093,83.18604651162791,1.1738401341531581,2,1,2023,5,0
10469.0,155,66,17000.0,2.0,Wedding,5,0.0,0.0,200.0,400.0,2,2,13,0,1,1,253.73134328358208,67.10897435897436,0.4230769230769231,231.34328358208953,2,1,2022,5,0
8433.0,229,3480,22000.0,7.0,Wedding,3,0.0,0.0,100.0,200.0,2,1,18,0,0,1,6.320022981901753,36.665217391304346,15.130434782608695,6.578569376615915,7,3,2022,5,2
13734.0,202,1983,19000.0,14.0,Wedding,5,0.0,0.0,300.0,500.0,2,1,10,0,1,0,9.576612903225806,67.65517241379311,9.768472906403941,10.181451612903226,9,3,2023,1,3
3175.0,239,4101,23000.0,2.0,Wedding,5,0.0,0.0,200.0,400.0,2,2,12,0,1,2,5.60702096538274,13.229166666666666,17.0875,5.826426133593369,8,3,2025,5,2
6112.0,42,3577,23000.0,2.0,Corporate Event,1,0.0,0.0,200.0,400.0,1,0,1,0,1,2,6.428172163219676,142.13953488372093,83.18604651162791,1.1738401341531581,11,4,2024,2,3
9741.0,202,1983,12000.0,14.0,Corporate Event,3,0.0,0.0,300.0,500.0,1,1,10,0,1,2,6.048387096774194,47.98522167487685,9.768472906403941,10.181451612903226,7,3,2025,2,2
3218.0,249,22215,15000.0,20.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,17,0,0,0,0.6751890529348218,12.872,88.86,1.120813827871804,10,4,2022,6,3
9261.0,126,4896,25000.0,0.0,Wedding,4,0.0,0.0,100.0,200.0,2,1,15,0,0,1,5.105166428425567,72.92125984251969,38.55118110236221,2.5730038799264854,4,2,2022,3,1
14222.0,203,1258,22000.0,0.0,Wedding,3,0.0,0.0,200.0,400.0,2,1,13,0,1,1,17.474185861795075,69.7156862745098,6.166666666666667,16.12390786338364,10,4,2022,1,3
4201.0,176,3661,15000.0,0.0,Wedding,2,0.0,0.0,200.0,400.0,2,1,13,0,1,1,4.09612233752048,23.73446327683616,20.683615819209038,4.8061168760240305,1,1,2023,1,0
3445.0,176,3661,25000.0,9.0,Wedding,4,0.0,0.0,300.0,500.0,2,2,5,0,1,2,6.826870562534134,19.463276836158194,20.683615819209038,4.8061168760240305,2,1,2024,6,0
12141.0,298,962,13000.0,5.0,Corporate Event,3,0.0,0.0,100.0,200.0,1,1,3,0,0,0,13.499480789200415,40.60535117056856,3.217391304347826,30.944963655244027,4,2,2022,5,1
8761.0,126,4896,22000.0,0.0,Wedding,4,0.0,0.0,200.0,400.0,2,2,6,0,1,2,4.492546457014499,68.98425196850394,38.55118110236221,2.5730038799264854,8,3,2022,6,2
1394.0,203,1258,23000.0,14.0,Wedding,3,0.0,0.0,300.0,500.0,2,1,10,0,1,0,18.268467037331217,6.833333333333333,6.166666666666667,16.12390786338364,5,2,2022,3,1
2760.0,203,1417,26000.0,9.0,Corporate Event,3,0.0,0.0,200.0,400.0,1,1,6,0,1,1,18.33568406205924,13.529411764705882,6.946078431372549,14.315937940761636,1,1,2023,3,0
1671.0,298,962,13000.0,16.0,Wedding,1,0.0,0.0,200.0,500.0,2,2,11,0,0,1,13.499480789200415,5.588628762541806,3.217391304347826,30.944963655244027,1,1,2025,2,0
7964.0,298,962,20000.0,20.0,Wedding,3,0.0,0.0,300.0,500.0,2,2,17,0,0,1,20.768431983385256,26.63545150501672,3.217391304347826,30.944963655244027,11,4,2022,1,3
12881.0,239,4101,22000.0,4.0,Corporate Event,5,0.0,0.0,100.0,200.0,1,2,18,0,0,0,5.363237445148708,53.670833333333334,17.0875,5.826426133593369,11,4,2022,5,3
2980.0,249,22215,19000.0,15.0,Wedding,5,0.0,0.0,200.0,400.0,2,1,1,0,1,2,0.8552394670507742,11.92,88.86,1.120813827871804,6,2,2023,2,2
12228.0,229,3480,15000.0,2.0,Wedding,3,0.0,0.0,200.0,400.0,2,2,7,0,1,2,4.309106578569376,53.165217391304346,15.130434782608695,6.578569376615915,8,3,2025,5,2
7940.0,203,1258,15000.0,9.0,Birthday,3,0.0,0.0,200.0,400.0,0,1,6,0,1,1,11.914217633042098,38.92156862745098,6.166666666666667,16.12390786338364,7,3,2023,6,2
3262.0,176,3661,20000.0,20.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,17,0,0,2,5.461496450027307,18.429378531073446,20.683615819209038,4.8061168760240305,6,2,2025,6,2
942.0,126,4896,13000.0,10.0,Birthday,3,0.0,0.0,200.0,400.0,0,2,6,0,1,1,2.6546865427812945,7.417322834645669,38.55118110236221,2.5730038799264854,1,1,2023,3,0
14250.0,239,4101,17000.0,0.0,Birthday,5,0.0,0.0,200.0,400.0,0,0,12,0,1,2,4.144319843978547,59.375,17.0875,5.826426133593369,3,1,2023,5,1
209.0,229,3480,15000.0,5.0,Birthday,2,0.0,0.0,300.0,500.0,0,1,16,0,1,0,4.309106578569376,0.908695652173913,15.130434782608695,6.578569376615915,11,4,2024,1,3
14872.0,126,4896,24000.0,18.0,Birthday,5,0.0,0.0,200.0,400.0,0,0,8,0,1,1,4.900959771288544,117.10236220472441,38.55118110236221,2.5730038799264854,10,4,2025,4,3
266.0,229,3480,12000.0,0.0,Wedding,5,0.0,0.0,300.0,500.0,2,2,16,0,1,0,3.4472852628555013,1.1565217391304348,15.130434782608695,6.578569376615915,1,1,2025,3,0
55700.0,239,4101,13000.0,4.0,Wedding,1,0.0,0.0,200.0,400.0,2,2,1,0,1,2,3.1691857630424183,232.08333333333334,17.0875,5.826426133593369,5,2,2022,5,1
8664.0,202,1983,23000.0,0.0,Wedding,2,0.0,0.0,200.0,400.0,2,2,6,0,1,1,11.59274193548387,42.679802955665025,9.768472906403941,10.181451612903226,6,2,2022,2,2
2151.0,176,3661,21000.0,20.0,Birthday,1,0.0,0.0,300.0,500.0,0,2,17,0,0,2,5.734571272528673,12.152542372881356,20.683615819209038,4.8061168760240305,1,1,2024,0,0
3472.0,155,66,19000.0,2.0,Birthday,1,0.0,0.0,300.0,500.0,0,2,2,0,1,1,283.5820895522388,22.256410256410255,0.4230769230769231,231.34328358208953,8,3,2023,1,2
2038.0,239,4101,20000.0,7.0,Wedding,4,0.0,0.0,100.0,200.0,2,0,15,0,0,0,4.875670404680643,8.491666666666667,17.0875,5.826426133593369,10,4,2024,4,3
12939.0,229,3480,26000.0,9.0,Corporate Event,2,0.0,0.0,300.0,500.0,1,1,14,0,1,0,7.469118069520253,56.256521739130434,15.130434782608695,6.578569376615915,7,3,2025,4,2
6156.0,155,66,13000.0,10.0,Birthday,5,0.0,0.0,200.0,400.0,0,2,0,0,1,2,194.02985074626866,39.46153846153846,0.4230769230769231,231.34328358208953,8,3,2025,2,2
13263.0,203,1258,15000.0,8.0,Wedding,3,0.0,0.0,300.0,500.0,2,2,2,0,1,2,11.914217633042098,65.01470588235294,6.166666666666667,16.12390786338364,3,1,2024,4,1
14684.0,229,3480,12000.0,0.0,Birthday,1,0.0,0.0,200.0,400.0,0,0,0,0,1,2,3.4472852628555013,63.84347826086957,15.130434782608695,6.578569376615915,4,2,2025,1,1
8178.0,203,1417,22000.0,0.0,Corporate Event,4,0.0,0.0,200.0,400.0,1,0,13,0,1,1,15.514809590973202,40.088235294117645,6.946078431372549,14.315937940761636,5,2,2022,5,1
13810.0,239,4101,15000.0,0.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,1,13,0,1,0,3.6567528035104826,57.541666666666664,17.0875,5.826426133593369,2,1,2024,0,0
5397.0,298,962,26000.0,15.0,Corporate Event,2,0.0,0.0,200.0,400.0,1,1,1,0,1,1,26.99896157840083,18.05016722408027,3.217391304347826,30.944963655244027,2,1,2024,3,0
8003.0,203,1417,24000.0,9.0,Birthday,3,0.0,0.0,200.0,400.0,0,1,6,0,1,0,16.92524682651622,39.23039215686274,6.946078431372549,14.315937940761636,12,4,2022,0,0
3466.0,42,3577,21000.0,2.0,Birthday,2,0.0,0.0,200.0,400.0,0,2,13,0,1,1,5.869200670765791,80.6046511627907,83.18604651162791,1.1738401341531581,3,1,2023,1,1
1571.0,42,3577,24000.0,9.0,Corporate Event,4,0.0,0.0,300.0,500.0,1,2,5,0,1,0,6.707657909446619,36.53488372093023,83.18604651162791,1.1738401341531581,11,4,2023,3,3
14771.0,249,22215,25000.0,0.0,Wedding,4,0.0,0.0,100.0,200.0,2,1,15,0,0,2,1.125315088224703,59.084,88.86,1.120813827871804,7,3,2022,6,2
4434.0,126,4896,21000.0,13.0,Corporate Event,1,0.0,0.0,200.0,400.0,1,1,8,0,1,1,4.288339799877476,34.91338582677165,38.55118110236221,2.5730038799264854,9,3,2025,1,3
5109.0,203,1258,20000.0,16.0,Birthday,5,0.0,0.0,200.0,500.0,0,2,9,0,0,2,15.885623510722796,25.044117647058822,6.166666666666667,16.12390786338364,2,1,2024,4,0
7569.0,203,1417,25000.0,16.0,Wedding,3,0.0,0.0,300.0,500.0,2,2,14,0,1,1,17.63046544428773,37.10294117647059,6.946078431372549,14.315937940761636,6,2,2023,5,2
6640.0,252,1608,26000.0,15.0,Wedding,5,0.0,0.0,200.0,400.0,2,1,1,0,1,0,16.159105034182723,26.24505928853755,6.355731225296442,15.661901802361717,5,2,2024,3,1
14783.0,203,1258,22000.0,0.0,Corporate Event,4,0.0,0.0,300.0,500.0,1,2,16,0,1,1,17.474185861795075,72.4656862745098,6.166666666666667,16.12390786338364,2,1,2023,4,0
13769.0,239,4101,13000.0,2.0,Birthday,3,0.0,0.0,300.0,500.0,0,2,2,0,1,1,3.1691857630424183,57.37083333333333,17.0875,5.826426133593369,6,2,2023,6,2
14022.0,176,3661,15000.0,12.0,Corporate Event,5,0.0,0.0,200.0,500.0,1,1,9,0,0,1,4.09612233752048,79.22033898305085,20.683615819209038,4.8061168760240305,5,2,2025,6,1
13765.0,298,962,25000.0,8.0,Corporate Event,5,0.0,0.0,300.0,500.0,1,2,2,0,1,2,25.96053997923157,46.03678929765886,3.217391304347826,30.944963655244027,9,3,2024,6,3
13181.0,239,4101,13000.0,0.0,Corporate Event,2,0.0,0.0,200.0,500.0,1,2,11,0,0,2,3.1691857630424183,54.920833333333334,17.0875,5.826426133593369,1,1,2025,0,0
6539.0,229,3480,20000.0,2.0,Wedding,3,0.0,0.0,300.0,500.0,2,2,10,0,1,1,5.745475438092502,28.430434782608696,15.130434782608695,6.578569376615915,12,4,2025,0,0
12616.0,249,22215,20000.0,2.0,Birthday,2,0.0,0.0,300.0,500.0,0,2,2,0,1,2,0.9002520705797623,50.464,88.86,1.120813827871804,2,1,2023,6,0
11672.0,176,3661,19000.0,14.0,Corporate Event,3,0.0,0.0,300.0,500.0,1,1,10,0,1,0,5.188421627525942,65.94350282485875,20.683615819209038,4.8061168760240305,10,4,2023,2,3
5560.0,298,962,12000.0,0.0,Corporate Event,1,0.0,0.0,100.0,200.0,1,0,3,0,0,1,12.461059190031152,18.59531772575251,3.217391304347826,30.944963655244027,5,2,2022,2,1
11257.0,249,22215,13000.0,5.0,Corporate Event,1,0.0,0.0,300.0,500.0,1,1,16,0,1,0,0.5851638458768456,45.028,88.86,1.120813827871804,12,4,2025,3,0
11498.0,202,1983,25000.0,0.0,Corporate Event,4,0.0,0.0,100.0,200.0,1,0,3,0,0,2,12.600806451612904,56.64039408866995,9.768472906403941,10.181451612903226,9,3,2025,2,3
805.0,229,3480,26000.0,14.0,Wedding,3,0.0,0.0,300.0,500.0,2,1,10,0,1,2,7.469118069520253,3.5,15.130434782608695,6.578569376615915,6,2,2023,3,2
11715.0,249,22215,25000.0,8.0,Birthday,3,0.0,0.0,100.0,200.0,0,2,18,0,0,2,1.125315088224703,46.86,88.86,1.120813827871804,11,4,2024,4,3
11773.0,203,1258,15000.0,3.0,Corporate Event,5,0.0,0.0,200.0,500.0,1,2,9,0,0,0,11.914217633042098,57.71078431372549,6.166666666666667,16.12390786338364,8,3,2024,4,2
5703.0,42,3577,26000.0,5.0,Wedding,1,0.0,0.0,300.0,500.0,2,1,5,0,1,1,7.266629401900503,132.62790697674419,83.18604651162791,1.1738401341531581,12,4,2022,2,0
