id_reservation,price,nbr_reservations,nbr_visitors,marketing_spend,market_count,reservation_status,event_type,event_date,category_name,city,country,rating,trend_score,growth_rate_pct,capacity_min,capacity_max,venue_type
7024,5413.0,229,3480,12000.0,20,cancelled,Birthday,2024-07-28,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
12200,605.0,298,962,21000.0,0,confirmed,Birthday,2024-02-06,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
7097,13136.0,126,4896,19000.0,20,pending,Wedding,2025-09-18,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
9382,10687.0,203,1258,13000.0,4,confirmed,Birthday,2023-01-12,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
5948,927.0,203,1258,15000.0,20,confirmed,Wedding,2023-02-22,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
16417,5071.0,252,1608,24000.0,0,cancelled,Corporate Event,2022-10-08,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
3811,6665.0,42,3577,19000.0,0,cancelled,Wedding,2025-06-12,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
10770,5491.0,155,66,17000.0,4,cancelled,Corporate Event,2022-07-27,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
12117,12553.0,249,22215,12000.0,4,cancelled,Birthday,2024-10-30,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
1785,2005.0,203,1417,15000.0,0,pending,Corporate Event,2023-03-27,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
14517,27240.0,202,1983,17000.0,20,cancelled,Wedding,2023-11-27,Wedding,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
3231,7680.0,155,66,23000.0,20,pending,Birthday,2023-03-22,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
3599,9232.0,202,1983,24000.0,4,cancelled,Corporate Event,2023-05-01,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
1957,12843.0,249,22215,22000.0,20,pending,Wedding,2025-04-29,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
12197,5021.0,229,3480,15000.0,20,pending,Corporate Event,2022-03-08,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
9079,10045.0,239,4101,17000.0,0,confirmed,Wedding,2024-01-29,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
15937,11952.0,252,1608,21000.0,20,cancelled,Corporate Event,2023-12-03,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
4447,6807.0,298,962,20000.0,4,confirmed,Wedding,2024-09-26,Corporate,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
96,4022.0,239,4101,20000.0,4,pending,Birthday,2023-01-06,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
14497,2966.0,203,1258,19000.0,0,cancelled,Corporate Event,2024-11-04,Birthday,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
7376,403.0,42,3577,19000.0,4,confirmed,Wedding,2024-01-24,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
6986,4647.0,203,1417,26000.0,20,cancelled,Wedding,2022-09-05,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
5652,12197.0,126,4896,24000.0,4,pending,Birthday,2025-06-11,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
4601,4164.0,202,1983,25000.0,0,cancelled,Corporate Event,2023-04-03,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
10261,14146.0,42,3577,21000.0,4,confirmed,Birthday,2024-09-15,Corporate,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
13892,5466.0,252,1608,26000.0,0,cancelled,Corporate Event,2024-09-26,Birthday,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
8408,12118.0,155,66,21000.0,4,pending,Birthday,2024-10-15,Corporate,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
16668,5012.0,42,3577,20000.0,0,cancelled,Birthday,2024-11-26,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
4912,475.0,229,3480,20000.0,0,cancelled,Birthday,2025-12-15,Birthday,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
791,6932.0,42,3577,17000.0,0,confirmed,Corporate Event,2023-04-25,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
10679,7496.0,176,3661,25000.0,4,pending,Corporate Event,2025-04-07,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
14061,9697.0,229,3480,22000.0,20,cancelled,Wedding,2025-05-18,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
14541,13071.0,126,4896,19000.0,4,pending,Wedding,2024-06-19,Corporate,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
4206,8469.0,155,66,17000.0,20,pending,Wedding,2023-08-11,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
11019,1868.0,155,66,25000.0,0,confirmed,Corporate Event,2025-11-19,Birthday,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
10525,13672.0,202,1983,19000.0,0,confirmed,Birthday,2022-09-09,Birthday,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
2702,9441.0,229,3480,26000.0,4,cancelled,Wedding,2025-06-01,Corporate,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
1396,1725.0,203,1258,22000.0,20,pending,Corporate Event,2024-03-14,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
9247,10483.0,229,3480,13000.0,4,cancelled,Corporate Event,2025-01-04,Corporate,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
13451,8008.0,176,3661,26000.0,4,confirmed,Corporate Event,2024-03-23,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
4227,9049.0,229,3480,13000.0,20,cancelled,Corporate Event,2024-01-14,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
3685,1174.0,176,3661,25000.0,4,confirmed,Birthday,2024-01-17,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
13965,1094.0,249,22215,25000.0,20,cancelled,Wedding,2023-11-17,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
11328,14625.0,203,1258,12000.0,4,confirmed,Corporate Event,2022-10-08,Corporate,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
3838,7961.0,203,1417,20000.0,4,confirmed,Wedding,2023-10-28,Corporate,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
4345,7517.0,203,1258,20000.0,20,confirmed,Wedding,2024-11-28,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
16434,14555.0,155,66,21000.0,20,pending,Birthday,2024-11-15,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
7952,7722.0,239,4101,17000.0,20,confirmed,Wedding,2023-04-05,Wedding,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
14289,1454.0,239,4101,20000.0,20,cancelled,Birthday,2022-09-23,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
1270,13395.0,176,3661,22000.0,20,cancelled,Wedding,2025-03-31,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
284,3448.0,126,4896,15000.0,4,confirmed,Wedding,2023-04-15,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
9496,3536.0,252,1608,25000.0,20,confirmed,Birthday,2025-07-22,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
1491,14804.0,249,22215,20000.0,20,cancelled,Birthday,2024-03-25,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
8635,14420.0,249,22215,21000.0,0,pending,Corporate Event,2023-03-19,Birthday,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
5737,2084.0,176,3661,12000.0,4,cancelled,Corporate Event,2025-07-25,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
4737,4021.0,298,962,22000.0,20,pending,Wedding,2024-12-12,Wedding,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
11640,12940.0,203,1258,25000.0,20,confirmed,Wedding,2023-12-29,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
1894,9676.0,202,1983,24000.0,0,pending,Birthday,2024-07-26,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
5122,12615.0,42,3577,15000.0,20,pending,Corporate Event,2022-11-09,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
16851,6922.0,202,1983,17000.0,0,pending,Birthday,2024-12-29,Birthday,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
5063,4136.0,298,962,24000.0,20,confirmed,Corporate Event,2022-02-08,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
11812,4236.0,203,1258,26000.0,20,confirmed,Corporate Event,2025-06-23,Wedding,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
3332,13339.0,252,1608,24000.0,20,confirmed,Corporate Event,2023-04-01,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
9828,11800.0,239,4101,15000.0,20,cancelled,Corporate Event,2022-11-09,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
7149,12264.0,126,4896,12000.0,4,confirmed,Corporate Event,2024-12-19,Corporate,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
11050,4274.0,155,66,25000.0,20,confirmed,Birthday,2025-03-24,Wedding,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
3805,6493.0,176,3661,21000.0,4,cancelled,Birthday,2022-08-12,Corporate,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
15882,9531.0,203,1417,12000.0,20,cancelled,Birthday,2023-11-23,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
13022,12734.0,249,22215,25000.0,20,confirmed,Birthday,2024-10-23,Wedding,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
15009,5814.0,229,3480,24000.0,4,pending,Birthday,2024-01-12,Corporate,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
11257,806.0,239,4101,24000.0,20,confirmed,Corporate Event,2023-03-17,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
7123,5260.0,203,1417,26000.0,0,pending,Birthday,2025-07-02,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
13941,11734.0,249,22215,25000.0,0,confirmed,Corporate Event,2022-08-05,Birthday,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
5525,2219.0,298,962,23000.0,20,cancelled,Birthday,2022-08-18,Wedding,Tunis,Tunisie,2,0.0,0.0,300,500,Hotel
9393,13441.0,126,4896,22000.0,0,cancelled,Birthday,2022-10-07,Birthday,Tunis,Tunisie,5,0.0,0.0,300,500,Hotel
2283,2402.0,126,4896,19000.0,20,pending,Birthday,2022-06-16,Wedding,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
17736,4528.0,229,3480,17000.0,20,pending,Wedding,2022-12-08,Wedding,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
8793,7921.0,176,3661,15000.0,20,confirmed,Corporate Event,2022-11-12,Wedding,Tunis,Tunisie,1,0.0,0.0,300,500,Hotel
4986,14317.0,176,3661,25000.0,0,cancelled,Birthday,2024-06-13,Birthday,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
14287,8862.0,239,4101,13000.0,20,cancelled,Wedding,2024-11-29,Wedding,Tunis,Tunisie,3,0.0,0.0,300,500,Hotel
2013,9813.0,298,962,19000.0,0,cancelled,Birthday,2023-09-10,Birthday,Tunis,Tunisie,4,0.0,0.0,300,500,Hotel
