price,nbr_reservations,nbr_visitors,marketing_spend,market_count,event_type,rating,trend_score,growth_rate_pct,capacity_min,capacity_max,event_type_encoded,category_name_encoded,city_encoded,country_encoded,venue_type_encoded,reservation_status_encoded,marketing_per_visitor,price_per_reservation,month,quarter,year,season_encoded
12197.0,126,4896,24000.0,4,Birthday,5,0.0,0.0,300,500,0,1,16,0,0,2,4.900959771288544,96.03937007874016,6,2,2025,2
4164.0,202,1983,25000.0,0,Corporate Event,5,0.0,0.0,300,500,1,0,16,0,0,0,12.600806451612904,20.51231527093596,4,2,2023,1
14146.0,42,3577,21000.0,4,Birthday,2,0.0,0.0,300,500,0,1,16,0,0,1,5.869200670765791,328.9767441860465,9,3,2024,3
5466.0,252,1608,26000.0,0,Corporate Event,1,0.0,0.0,300,500,1,0,16,0,0,0,16.159105034182723,21.604743083003953,9,3,2024,3
12118.0,155,66,21000.0,4,Birthday,4,0.0,0.0,300,500,0,1,16,0,0,2,313.43283582089555,77.67948717948718,10,4,2024,3
5012.0,42,3577,20000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,0,5.589714924538849,116.55813953488372,11,4,2024,3
475.0,229,3480,20000.0,0,Birthday,4,0.0,0.0,300,500,0,0,16,0,0,0,5.745475438092502,2.0652173913043477,12,4,2025,0
6932.0,42,3577,17000.0,0,Corporate Event,5,0.0,0.0,300,500,1,0,16,0,0,1,4.751257685858021,161.2093023255814,4,2,2023,1
7496.0,176,3661,25000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,2,6.826870562534134,42.35028248587571,4,2,2025,1
9697.0,229,3480,22000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,0,6.320022981901753,42.16086956521739,5,2,2025,1
13071.0,126,4896,19000.0,4,Wedding,2,0.0,0.0,300,500,2,1,16,0,0,2,3.8799264856034306,102.92125984251969,6,2,2024,2
8469.0,155,66,17000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,253.73134328358208,54.28846153846154,8,3,2023,2
1868.0,155,66,25000.0,0,Corporate Event,2,0.0,0.0,300,500,1,0,16,0,0,1,373.13432835820896,11.974358974358974,11,4,2025,3
13672.0,202,1983,19000.0,0,Birthday,4,0.0,0.0,300,500,0,0,16,0,0,1,9.576612903225806,67.34975369458128,9,3,2022,3
9441.0,229,3480,26000.0,4,Wedding,4,0.0,0.0,300,500,2,1,16,0,0,0,7.469118069520253,41.04782608695652,6,2,2025,2
1725.0,203,1258,22000.0,20,Corporate Event,1,0.0,0.0,300,500,1,2,16,0,0,2,17.474185861795075,8.455882352941176,3,1,2024,1
10483.0,229,3480,13000.0,4,Corporate Event,3,0.0,0.0,300,500,1,1,16,0,0,0,3.7345590347601263,45.57826086956522,1,1,2025,0
8008.0,176,3661,26000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,1,7.099945385035499,45.24293785310734,3,1,2024,1
9049.0,229,3480,13000.0,20,Corporate Event,1,0.0,0.0,300,500,1,2,16,0,0,0,3.7345590347601263,39.34347826086957,1,1,2024,0
1174.0,176,3661,25000.0,4,Birthday,5,0.0,0.0,300,500,0,1,16,0,0,1,6.826870562534134,6.632768361581921,1,1,2024,0
1094.0,249,22215,25000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,0,1.125315088224703,4.376,11,4,2023,3
14625.0,203,1258,12000.0,4,Corporate Event,2,0.0,0.0,300,500,1,1,16,0,0,1,9.531374106433677,71.69117647058823,10,4,2022,3
7961.0,203,1417,20000.0,4,Wedding,4,0.0,0.0,300,500,2,1,16,0,0,1,14.104372355430183,39.02450980392157,10,4,2023,3
7517.0,203,1258,20000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,1,15.885623510722796,36.84803921568628,11,4,2024,3
14555.0,155,66,21000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,2,313.43283582089555,93.30128205128206,11,4,2024,3
7722.0,239,4101,17000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,1,4.144319843978547,32.175,4,2,2023,1
1454.0,239,4101,20000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,0,4.875670404680643,6.058333333333334,9,3,2022,3
13395.0,176,3661,22000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,0,6.007646095030038,75.67796610169492,3,1,2025,1
3448.0,126,4896,15000.0,4,Wedding,5,0.0,0.0,300,500,2,1,16,0,0,1,3.06309985705534,27.1496062992126,4,2,2023,1
3536.0,252,1608,25000.0,20,Birthday,1,0.0,0.0,300,500,0,2,16,0,0,1,15.537600994406464,13.976284584980236,7,3,2025,2
14804.0,249,22215,20000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,0,0.9002520705797623,59.216,3,1,2024,1
14420.0,249,22215,21000.0,0,Corporate Event,1,0.0,0.0,300,500,1,0,16,0,0,2,0.9452646741087505,57.68,3,1,2023,1
2084.0,176,3661,12000.0,4,Corporate Event,1,0.0,0.0,300,500,1,1,16,0,0,0,3.2768978700163847,11.774011299435028,7,3,2025,2
4021.0,298,962,22000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,2,22.84527518172378,13.448160535117056,12,4,2024,0
12940.0,203,1258,25000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,1,19.857029388403493,63.431372549019606,12,4,2023,0
9676.0,202,1983,24000.0,0,Birthday,5,0.0,0.0,300,500,0,0,16,0,0,2,12.096774193548388,47.66502463054187,7,3,2024,2
12615.0,42,3577,15000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,2,4.192286193404136,293.3720930232558,11,4,2022,3
6922.0,202,1983,17000.0,0,Birthday,3,0.0,0.0,300,500,0,0,16,0,0,2,8.568548387096774,34.09852216748769,12,4,2024,0
4136.0,298,962,24000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,1,24.922118380062305,13.832775919732441,2,1,2022,0
4236.0,203,1258,26000.0,20,Corporate Event,4,0.0,0.0,300,500,1,2,16,0,0,1,20.651310563939635,20.764705882352942,6,2,2025,2
13339.0,252,1608,24000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,1,14.916096954630206,52.723320158102766,4,2,2023,1
11800.0,239,4101,15000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,0,3.6567528035104826,49.166666666666664,11,4,2022,3
12264.0,126,4896,12000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,1,2.450479885644272,96.56692913385827,12,4,2024,0
4274.0,155,66,25000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,1,373.13432835820896,27.397435897435898,3,1,2025,1
6493.0,176,3661,21000.0,4,Birthday,1,0.0,0.0,300,500,0,1,16,0,0,0,5.734571272528673,36.68361581920904,8,3,2022,2
9531.0,203,1417,12000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,0,8.46262341325811,46.720588235294116,11,4,2023,3
12734.0,249,22215,25000.0,20,Birthday,4,0.0,0.0,300,500,0,2,16,0,0,1,1.125315088224703,50.936,10,4,2024,3
5814.0,229,3480,24000.0,4,Birthday,2,0.0,0.0,300,500,0,1,16,0,0,2,6.894570525711003,25.278260869565216,1,1,2024,0
806.0,239,4101,24000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,1,5.850804485616773,3.3583333333333334,3,1,2023,1
5260.0,203,1417,26000.0,0,Birthday,5,0.0,0.0,300,500,0,0,16,0,0,2,18.33568406205924,25.784313725490197,7,3,2025,2
11734.0,249,22215,25000.0,0,Corporate Event,3,0.0,0.0,300,500,1,0,16,0,0,1,1.125315088224703,46.936,8,3,2022,2
2219.0,298,962,23000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,0,23.883696780893043,7.421404682274248,8,3,2022,2
13441.0,126,4896,22000.0,0,Birthday,5,0.0,0.0,300,500,0,0,16,0,0,0,4.492546457014499,105.83464566929133,10,4,2022,3
2402.0,126,4896,19000.0,20,Birthday,4,0.0,0.0,300,500,0,2,16,0,0,2,3.8799264856034306,18.913385826771652,6,2,2022,2
